# Date:     2026-03-27 03:15:44
# Database: ocvs
# Target:   lmc_ecl
# Query:    TRUE  LIMIT 50000
# Objects:  40204
# Columns:
ID	Type	I	P
OGLE-LMC-ECL-08806	NC	18.128	16.86878640
OGLE-LMC-ECL-08807	NC	18.994	3.14714910
OGLE-LMC-ECL-08808	NC	19.458	1.61964950
OGLE-LMC-ECL-08809	NC	19.118	5.76570080
OGLE-LMC-ECL-08810	NC	18.306	2.18305370
OGLE-LMC-ECL-08811	NC	17.422	3.55127110
OGLE-LMC-ECL-08812	NC	19.448	2.34800530
OGLE-LMC-ECL-08813	NC	18.618	12.22439910
OGLE-LMC-ECL-08814	NC	17.681	2.19660010
OGLE-LMC-ECL-08815	NC	17.459	3.02335600
OGLE-LMC-ECL-08816	NC	18.436	8.95786200
OGLE-LMC-ECL-08817	NC	14.745	5.96060170
OGLE-LMC-ECL-08818	NC	14.813	2.17154550
OGLE-LMC-ECL-08819	NC	19.298	2.09796020
OGLE-LMC-ECL-08820	NC	14.280	1.99006460
OGLE-LMC-ECL-08821	NC	18.546	5.97752030
OGLE-LMC-ECL-08822	NC	18.589	2.53343010
OGLE-LMC-ECL-08823	NC	13.568	17.99486410
OGLE-LMC-ECL-08824	NC	17.564	37.67687020
OGLE-LMC-ECL-08825	NC	17.258	8.83534100
OGLE-LMC-ECL-08826	NC	18.754	9.42652010
OGLE-LMC-ECL-08827	NC	20.006	2.67253980
OGLE-LMC-ECL-08828	NC	19.458	2.37913790
OGLE-LMC-ECL-08829	C	17.232	6.47365980
OGLE-LMC-ECL-08830	NC	19.608	2.92127760
OGLE-LMC-ECL-08831	NC	16.349	1.89072010
OGLE-LMC-ECL-08832	NC	19.773	0.70283630
OGLE-LMC-ECL-08833	NC	17.240	25.56810870
OGLE-LMC-ECL-08834	NC	19.572	25.45554030
OGLE-LMC-ECL-08835	NC	16.420	8.73574880
OGLE-LMC-ECL-08836	NC	18.410	13.84595100
OGLE-LMC-ECL-08838	NC	18.231	3.35564230
OGLE-LMC-ECL-08839	NC	17.215	111.76589480
OGLE-LMC-ECL-08840	NC	18.048	23.49146430
OGLE-LMC-ECL-08841	NC	19.012	2.08922080
OGLE-LMC-ECL-08842	NC	19.546	3.04153970
OGLE-LMC-ECL-08843	NC	16.914	6.62622090
OGLE-LMC-ECL-08844	NC	18.627	7.47323810
OGLE-LMC-ECL-08845	NC	19.713	1.37649640
OGLE-LMC-ECL-08846	NC	17.279	7.14860330
OGLE-LMC-ECL-08847	NC	19.833	2.45216280
OGLE-LMC-ECL-08848	NC	18.389	1.53557950
OGLE-LMC-ECL-08849	NC	19.245	13.43605000
OGLE-LMC-ECL-08850	NC	18.086	1.37182660
OGLE-LMC-ECL-08851	NC	17.381	11.64892030
OGLE-LMC-ECL-08852	NC	17.393	3.22944980
OGLE-LMC-ECL-08853	NC	16.026	19.16986000
OGLE-LMC-ECL-08854	NC	18.977	12.82192120
OGLE-LMC-ECL-08855	NC	17.052	194.14745100
OGLE-LMC-ECL-08856	NC	17.770	1.88868620
OGLE-LMC-ECL-08857	NC	17.204	51.73559760
OGLE-LMC-ECL-08858	NC	19.463	4.14611920
OGLE-LMC-ECL-08859	NC	17.728	1.08775410
OGLE-LMC-ECL-08860	NC	18.858	3.20783040
OGLE-LMC-ECL-08861	NC	18.527	2.12602640
OGLE-LMC-ECL-08862	NC	17.095	1.95371910
OGLE-LMC-ECL-08863	NC	19.337	4.34018580
OGLE-LMC-ECL-08864	NC	18.628	8.38854630
OGLE-LMC-ECL-08865	NC	18.119	1.18634460
OGLE-LMC-ECL-08866	NC	17.655	2.36284040
OGLE-LMC-ECL-08867	NC	18.108	2.41660380
OGLE-LMC-ECL-08868	NC	18.189	3.15200060
OGLE-LMC-ECL-08869	NC	18.543	1.80612310
OGLE-LMC-ECL-08870	NC	18.219	0.98689130
OGLE-LMC-ECL-08871	NC	19.482	2.22391960
OGLE-LMC-ECL-08872	NC	19.219	2.04015910
OGLE-LMC-ECL-08873	NC	18.823	3.07426090
OGLE-LMC-ECL-08874	NC	16.351	16.58628060
OGLE-LMC-ECL-08875	NC	19.434	3.90567070
OGLE-LMC-ECL-08876	NC	17.903	113.75657100
OGLE-LMC-ECL-08877	NC	18.882	2.08067910
OGLE-LMC-ECL-08878	NC	16.190	2.65377720
OGLE-LMC-ECL-08879	NC	17.833	0.66258020
OGLE-LMC-ECL-08880	NC	19.683	8.21061920
OGLE-LMC-ECL-08881	NC	17.942	1.69070590
OGLE-LMC-ECL-08882	C	18.127	0.65197100
OGLE-LMC-ECL-08883	NC	19.579	0.76978220
OGLE-LMC-ECL-08884	NC	17.745	3.04125130
OGLE-LMC-ECL-08885	C	15.053	0.97361450
OGLE-LMC-ECL-08886	NC	19.865	2.53281460
OGLE-LMC-ECL-08887	NC	19.203	12.89107070
OGLE-LMC-ECL-08888	NC	18.910	1.67169690
OGLE-LMC-ECL-08889	NC	17.837	16.33220090
OGLE-LMC-ECL-08890	NC	16.452	19.87122800
OGLE-LMC-ECL-08891	NC	19.688	3.27560170
OGLE-LMC-ECL-08892	NC	18.568	12.46657060
OGLE-LMC-ECL-08893	NC	17.808	1.62841840
OGLE-LMC-ECL-08894	NC	18.998	1.72147900
OGLE-LMC-ECL-08895	NC	16.832	2.23565010
OGLE-LMC-ECL-08896	NC	19.101	2.79784540
OGLE-LMC-ECL-08897	NC	17.826	2.41299810
OGLE-LMC-ECL-08898	NC	18.794	10.45639950
OGLE-LMC-ECL-08899	NC	19.514	3.61488030
OGLE-LMC-ECL-08900	NC	16.266	2.93472030
OGLE-LMC-ECL-08901	NC	16.399	1.55111560
OGLE-LMC-ECL-08902	NC	16.781	2.33781040
OGLE-LMC-ECL-08903	NC	16.467	25.65966860
OGLE-LMC-ECL-08904	NC	19.209	0.91301640
OGLE-LMC-ECL-08905	NC	19.155	2.97828610
OGLE-LMC-ECL-08906	NC	16.231	1.42040400
OGLE-LMC-ECL-08907	NC	19.640	2.26140310
OGLE-LMC-ECL-08908	NC	17.336	9.86576050
OGLE-LMC-ECL-08909	NC	16.694	1.37678080
OGLE-LMC-ECL-08910	NC	19.332	3.38154770
OGLE-LMC-ECL-08911	NC	18.578	1.66189920
OGLE-LMC-ECL-08912	NC	16.799	6.07470330
OGLE-LMC-ECL-08913	NC	19.729	0.66691400
OGLE-LMC-ECL-08914	NC	16.679	2.45484420
OGLE-LMC-ECL-08915	NC	19.462	4.74786100
OGLE-LMC-ECL-08916	NC	17.807	17.25994000
OGLE-LMC-ECL-08917	NC	17.393	2.69576020
OGLE-LMC-ECL-08918	NC	19.085	1.06817020
OGLE-LMC-ECL-08919	NC	19.495	4.64077440
OGLE-LMC-ECL-08920	NC	17.242	2.72135700
OGLE-LMC-ECL-08921	NC	16.729	2.55897620
OGLE-LMC-ECL-08922	NC	18.763	31.85267030
OGLE-LMC-ECL-08923	NC	18.942	1.51541970
OGLE-LMC-ECL-08924	NC	18.229	3.23279410
OGLE-LMC-ECL-08925	NC	18.880	2.08860720
OGLE-LMC-ECL-08926	NC	18.702	24.47011010
OGLE-LMC-ECL-08927	NC	18.659	1.50505040
OGLE-LMC-ECL-08928	NC	19.215	7.79144890
OGLE-LMC-ECL-08929	NC	16.293	16.93015040
OGLE-LMC-ECL-08930	NC	19.165	5.21576720
OGLE-LMC-ECL-08931	NC	19.494	2.44936180
OGLE-LMC-ECL-08932	NC	18.975	2.83593890
OGLE-LMC-ECL-08933	NC	14.687	3.69143230
OGLE-LMC-ECL-08934	NC	17.700	3.57421900
OGLE-LMC-ECL-08935	NC	16.623	9.46400110
OGLE-LMC-ECL-08936	NC	19.273	1.07951400
OGLE-LMC-ECL-08937	NC	16.083	6.44799060
OGLE-LMC-ECL-08938	NC	17.447	1.18816830
OGLE-LMC-ECL-08939	NC	17.064	61.14434340
OGLE-LMC-ECL-08940	NC	19.359	3.59868650
OGLE-LMC-ECL-08941	NC	17.801	2.23847970
OGLE-LMC-ECL-08942	NC	19.308	2.16840290
OGLE-LMC-ECL-08943	NC	17.530	5.26906720
OGLE-LMC-ECL-08944	NC	17.798	42.10128610
OGLE-LMC-ECL-08945	NC	18.716	3.57078150
OGLE-LMC-ECL-08946	NC	15.141	9.91859020
OGLE-LMC-ECL-08947	NC	17.493	11.02152350
OGLE-LMC-ECL-08948	NC	17.193	1.36107610
OGLE-LMC-ECL-08949	NC	18.554	4.46662970
OGLE-LMC-ECL-08950	NC	17.877	100.86749040
OGLE-LMC-ECL-08951	NC	19.822	3.25387640
OGLE-LMC-ECL-08952	NC	18.444	1.60484620
OGLE-LMC-ECL-08953	NC	16.247	65.78916720
OGLE-LMC-ECL-08954	NC	18.527	3.27289400
OGLE-LMC-ECL-08955	NC	18.534	5.76666060
OGLE-LMC-ECL-08956	NC	19.323	4.77622490
OGLE-LMC-ECL-08957	NC	14.386	1.33887090
OGLE-LMC-ECL-08958	NC	17.700	2.80668200
OGLE-LMC-ECL-08959	NC	17.823	2.31921750
OGLE-LMC-ECL-08960	NC	19.797	1.25665860
OGLE-LMC-ECL-08961	NC	19.222	2.51423210
OGLE-LMC-ECL-08962	NC	12.913	3.22131240
OGLE-LMC-ECL-08963	NC	18.197	3.08148160
OGLE-LMC-ECL-08964	NC	17.248	3.89271320
OGLE-LMC-ECL-08965	NC	18.620	11.81088060
OGLE-LMC-ECL-08966	NC	18.722	7.27615020
OGLE-LMC-ECL-08967	NC	19.722	2.01520070
OGLE-LMC-ECL-08968	NC	18.235	3.10782080
OGLE-LMC-ECL-08969	NC	19.828	1.47625990
OGLE-LMC-ECL-08970	NC	18.055	6.47256100
OGLE-LMC-ECL-08971	NC	19.348	1.44734250
OGLE-LMC-ECL-08972	NC	17.762	8.84807040
OGLE-LMC-ECL-08973	NC	18.364	9.91524010
OGLE-LMC-ECL-08974	NC	19.884	1.04701730
OGLE-LMC-ECL-08975	NC	19.487	3.13750050
OGLE-LMC-ECL-08976	NC	19.265	3.51089530
OGLE-LMC-ECL-08977	NC	16.152	4.62594550
OGLE-LMC-ECL-08978	NC	19.086	3.36359750
OGLE-LMC-ECL-08979	NC	19.544	1.34970750
OGLE-LMC-ECL-08980	NC	18.579	5.23518970
OGLE-LMC-ECL-08981	NC	18.881	6.13272580
OGLE-LMC-ECL-08982	NC	19.764	4.36790620
OGLE-LMC-ECL-08983	NC	18.960	3.07068530
OGLE-LMC-ECL-08984	NC	16.564	216.01814040
OGLE-LMC-ECL-08985	NC	17.217	12.73150070
OGLE-LMC-ECL-08986	NC	19.417	4.72172550
OGLE-LMC-ECL-08987	NC	19.183	3.37988260
OGLE-LMC-ECL-08988	NC	19.957	3.05812280
OGLE-LMC-ECL-08989	NC	18.072	3.51113290
OGLE-LMC-ECL-08990	NC	17.783	1.42816530
OGLE-LMC-ECL-08991	NC	19.909	2.27818720
OGLE-LMC-ECL-08992	NC	18.457	2.77175560
OGLE-LMC-ECL-08993	NC	17.077	29.45982980
OGLE-LMC-ECL-08994	NC	18.073	2.02081060
OGLE-LMC-ECL-08995	NC	17.352	175.76842040
OGLE-LMC-ECL-08996	NC	19.429	3.85999080
OGLE-LMC-ECL-08997	C	17.919	22.68850670
OGLE-LMC-ECL-08998	NC	19.704	1.08325480
OGLE-LMC-ECL-08999	NC	17.844	2.96735080
OGLE-LMC-ECL-09000	NC	19.404	1.03073040
OGLE-LMC-ECL-09001	NC	18.455	0.78429990
OGLE-LMC-ECL-09002	NC	17.865	3.57828810
OGLE-LMC-ECL-09003	NC	19.770	2.38525760
OGLE-LMC-ECL-09004	NC	19.609	2.68202320
OGLE-LMC-ECL-09005	NC	13.939	0.65008310
OGLE-LMC-ECL-09006	NC	16.891	229.97324030
OGLE-LMC-ECL-09007	NC	15.187	6.91413040
OGLE-LMC-ECL-09008	NC	18.925	5.77740600
OGLE-LMC-ECL-09009	NC	19.380	0.82630630
OGLE-LMC-ECL-09010	NC	16.450	4.01382070
OGLE-LMC-ECL-09011	NC	19.964	2.27349880
OGLE-LMC-ECL-09012	NC	16.182	3.58046050
OGLE-LMC-ECL-09013	NC	19.710	3.64991690
OGLE-LMC-ECL-09014	NC	19.675	1.02901730
OGLE-LMC-ECL-09015	NC	19.241	4.20555660
OGLE-LMC-ECL-09016	NC	18.362	1.66693180
OGLE-LMC-ECL-09017	NC	17.666	28.47972070
OGLE-LMC-ECL-09018	NC	19.557	2.42218830
OGLE-LMC-ECL-09019	NC	15.231	2.73116030
OGLE-LMC-ECL-09020	NC	19.538	2.49019920
OGLE-LMC-ECL-09021	NC	17.794	2.06036020
OGLE-LMC-ECL-09022	NC	18.560	2.22393770
OGLE-LMC-ECL-09023	NC	17.504	4.11132030
OGLE-LMC-ECL-09024	NC	18.611	19.39763940
OGLE-LMC-ECL-09025	NC	19.460	4.27269880
OGLE-LMC-ECL-09026	NC	19.138	4.79630340
OGLE-LMC-ECL-09027	NC	17.506	6.34998060
OGLE-LMC-ECL-09028	NC	18.912	9.19621220
OGLE-LMC-ECL-09029	NC	16.062	6.19265040
OGLE-LMC-ECL-09030	NC	19.478	1.29766210
OGLE-LMC-ECL-09031	NC	18.180	2.60874890
OGLE-LMC-ECL-09032	NC	19.395	0.74094600
OGLE-LMC-ECL-09033	NC	19.506	3.81731780
OGLE-LMC-ECL-09034	NC	18.465	2.74968630
OGLE-LMC-ECL-09035	NC	19.680	3.05144070
OGLE-LMC-ECL-09036	NC	19.447	11.57068080
OGLE-LMC-ECL-09037	NC	15.358	12.77179000
OGLE-LMC-ECL-09038	NC	17.309	1.91144460
OGLE-LMC-ECL-09039	NC	18.904	7.52948590
OGLE-LMC-ECL-09040	NC	18.298	2.11591840
OGLE-LMC-ECL-09041	NC	18.369	8.53860090
OGLE-LMC-ECL-09042	NC	18.465	8.52530740
OGLE-LMC-ECL-09043	NC	19.222	4.37372010
OGLE-LMC-ECL-09044	NC	18.343	19.75750090
OGLE-LMC-ECL-09045	NC	18.260	4.36816620
OGLE-LMC-ECL-09046	NC	18.480	3.99842040
OGLE-LMC-ECL-09047	NC	19.187	7.38357090
OGLE-LMC-ECL-09048	NC	14.547	137.81601860
OGLE-LMC-ECL-09049	NC	18.061	44.43718200
OGLE-LMC-ECL-09050	NC	17.786	1.13220060
OGLE-LMC-ECL-09051	NC	18.866	2.33785250
OGLE-LMC-ECL-09052	NC	15.293	89.97604840
OGLE-LMC-ECL-09053	NC	18.635	24.89769060
OGLE-LMC-ECL-09054	NC	17.496	13.86047380
OGLE-LMC-ECL-09055	C	17.631	0.52575150
OGLE-LMC-ECL-09056	NC	18.620	1.88339220
OGLE-LMC-ECL-09057	NC	19.413	0.82684360
OGLE-LMC-ECL-09058	NC	17.282	3.74240020
OGLE-LMC-ECL-09059	NC	19.191	2.57424600
OGLE-LMC-ECL-09060	NC	18.777	1.87088680
OGLE-LMC-ECL-09061	NC	19.832	1.39871660
OGLE-LMC-ECL-09062	NC	18.797	1.57418040
OGLE-LMC-ECL-09063	NC	17.122	9.52131990
OGLE-LMC-ECL-09064	NC	18.878	1.74567760
OGLE-LMC-ECL-09065	NC	18.198	1.49492070
OGLE-LMC-ECL-09066	ELL	17.119	3.44466630
OGLE-LMC-ECL-09067	NC	19.791	3.37064250
OGLE-LMC-ECL-09068	NC	19.788	7.14993970
OGLE-LMC-ECL-09069	NC	19.452	1.90838600
OGLE-LMC-ECL-09070	NC	18.070	11.84950040
OGLE-LMC-ECL-09071	NC	18.780	26.88461040
OGLE-LMC-ECL-09072	NC	18.859	2.59643760
OGLE-LMC-ECL-09073	NC	19.784	1.47337920
OGLE-LMC-ECL-09074	NC	17.877	4.19782000
OGLE-LMC-ECL-09075	NC	18.107	4.12709050
OGLE-LMC-ECL-09076	NC	16.833	1.74970750
OGLE-LMC-ECL-09077	NC	18.830	5.34336180
OGLE-LMC-ECL-09078	NC	19.128	9.86735440
OGLE-LMC-ECL-09079	NC	19.046	3.80439110
OGLE-LMC-ECL-09080	NC	18.010	2.47365690
OGLE-LMC-ECL-09081	NC	18.764	2.20718320
OGLE-LMC-ECL-09082	NC	19.005	2.45974550
OGLE-LMC-ECL-09083	NC	18.571	5.67885860
OGLE-LMC-ECL-09084	NC	17.550	4.42663790
OGLE-LMC-ECL-09085	NC	19.110	0.95519700
OGLE-LMC-ECL-09086	NC	19.682	3.80891880
OGLE-LMC-ECL-09087	NC	19.115	3.96961020
OGLE-LMC-ECL-09088	NC	17.604	86.50637100
OGLE-LMC-ECL-09089	NC	19.912	3.89968040
OGLE-LMC-ECL-09090	NC	16.105	4.19093100
OGLE-LMC-ECL-09091	NC	18.080	8.18206710
OGLE-LMC-ECL-09092	NC	19.655	5.09188050
OGLE-LMC-ECL-09093	NC	16.750	217.60706060
OGLE-LMC-ECL-09094	NC	18.581	3.05113050
OGLE-LMC-ECL-09095	NC	16.573	2.06469030
OGLE-LMC-ECL-09096	NC	19.427	1.09406700
OGLE-LMC-ECL-09097	NC	19.129	4.79718140
OGLE-LMC-ECL-09098	NC	17.017	2.18795310
OGLE-LMC-ECL-09099	NC	18.942	12.41534180
OGLE-LMC-ECL-09100	NC	17.307	20.65292090
OGLE-LMC-ECL-09101	NC	19.451	3.33505140
OGLE-LMC-ECL-09102	NC	18.634	4.53941740
OGLE-LMC-ECL-09103	NC	18.661	5.21162080
OGLE-LMC-ECL-09104	NC	16.025	2.93282170
OGLE-LMC-ECL-09105	NC	17.415	1.48808210
OGLE-LMC-ECL-09106	NC	20.086	1.38835610
OGLE-LMC-ECL-09107	NC	19.727	1.13409610
OGLE-LMC-ECL-09108	NC	18.841	0.99032140
OGLE-LMC-ECL-09109	NC	19.854	0.65799100
OGLE-LMC-ECL-09110	NC	17.757	0.62259500
OGLE-LMC-ECL-09111	NC	18.758	21.53429110
OGLE-LMC-ECL-09112	NC	19.553	1.30901810
OGLE-LMC-ECL-09113	NC	18.567	1.80402080
OGLE-LMC-ECL-09114	NC	15.725	214.33030020
OGLE-LMC-ECL-09115	NC	17.552	173.59558060
OGLE-LMC-ECL-09116	NC	19.853	4.54187020
OGLE-LMC-ECL-09117	NC	17.009	39.81997110
OGLE-LMC-ECL-09118	NC	18.907	8.98952750
OGLE-LMC-ECL-09119	NC	18.134	7.07484470
OGLE-LMC-ECL-09120	NC	19.959	2.12037650
OGLE-LMC-ECL-09121	NC	17.271	16.99093080
OGLE-LMC-ECL-09122	NC	18.726	1.81134680
OGLE-LMC-ECL-09123	NC	18.207	3.91355360
OGLE-LMC-ECL-09124	NC	16.978	72.47839420
OGLE-LMC-ECL-09125	NC	18.779	25.39403060
OGLE-LMC-ECL-09126	C	17.771	0.42391660
OGLE-LMC-ECL-09127	NC	17.972	97.72003010
OGLE-LMC-ECL-09128	NC	16.294	40.52139080
OGLE-LMC-ECL-09129	C	15.831	1.03901010
OGLE-LMC-ECL-09130	NC	18.666	11.06847360
OGLE-LMC-ECL-09131	NC	18.223	5.00495230
OGLE-LMC-ECL-09132	NC	16.762	63.75689030
OGLE-LMC-ECL-09133	NC	18.583	10.92764070
OGLE-LMC-ECL-09134	NC	19.901	3.38701110
OGLE-LMC-ECL-09135	NC	16.226	3.57653460
OGLE-LMC-ECL-09136	NC	18.293	5.21764390
OGLE-LMC-ECL-09137	NC	18.417	115.27354990
OGLE-LMC-ECL-09138	NC	17.662	2.40913540
OGLE-LMC-ECL-09139	NC	19.460	2.21852690
OGLE-LMC-ECL-09140	NC	18.314	18.67721070
OGLE-LMC-ECL-09141	NC	18.821	3.41275910
OGLE-LMC-ECL-09142	NC	18.537	3.31974620
OGLE-LMC-ECL-09143	NC	18.550	3.33975010
OGLE-LMC-ECL-09144	NC	19.089	1.90813030
OGLE-LMC-ECL-09145	NC	17.020	5.68793080
OGLE-LMC-ECL-09146	NC	17.370	21.17951740
OGLE-LMC-ECL-09147	NC	18.189	7.17344030
OGLE-LMC-ECL-09148	NC	16.702	94.57410380
OGLE-LMC-ECL-09149	NC	17.686	1.99354060
OGLE-LMC-ECL-09150	NC	19.538	3.02295880
OGLE-LMC-ECL-09151	NC	16.461	2.94673280
OGLE-LMC-ECL-09152	NC	19.693	3.62874310
OGLE-LMC-ECL-09153	NC	17.934	1.58360010
OGLE-LMC-ECL-09154	NC	18.199	4.91829320
OGLE-LMC-ECL-09155	NC	17.940	52.97657070
OGLE-LMC-ECL-09156	NC	19.978	2.51111330
OGLE-LMC-ECL-09157	NC	17.307	2.72068480
OGLE-LMC-ECL-09158	NC	18.340	2.26536900
OGLE-LMC-ECL-09159	NC	17.326	48.15768010
OGLE-LMC-ECL-09160	NC	18.249	1.75946340
OGLE-LMC-ECL-09161	NC	18.251	7.26488150
OGLE-LMC-ECL-09162	NC	18.681	11.65069040
OGLE-LMC-ECL-09163	NC	15.411	1.80960420
OGLE-LMC-ECL-09164	NC	18.280	5.48155570
OGLE-LMC-ECL-09165	NC	16.421	1.69142500
OGLE-LMC-ECL-09166	C	16.569	1.21701880
OGLE-LMC-ECL-09167	NC	19.016	8.12262050
OGLE-LMC-ECL-09168	NC	19.818	1.93549160
OGLE-LMC-ECL-09169	NC	18.438	4.02082070
OGLE-LMC-ECL-09170	NC	18.956	6.05391080
OGLE-LMC-ECL-09171	NC	19.225	3.97347200
OGLE-LMC-ECL-09172	NC	17.815	44.21917060
OGLE-LMC-ECL-09173	NC	16.669	5.84566110
OGLE-LMC-ECL-09174	NC	19.692	1.11267620
OGLE-LMC-ECL-09175	NC	15.935	2.05922730
OGLE-LMC-ECL-09176	NC	18.057	49.94615010
OGLE-LMC-ECL-09177	NC	19.535	7.87087040
OGLE-LMC-ECL-09178	NC	16.272	2.42899400
OGLE-LMC-ECL-09179	NC	18.560	5.29534820
OGLE-LMC-ECL-09180	NC	19.945	1.02545130
OGLE-LMC-ECL-09181	NC	19.210	7.08457080
OGLE-LMC-ECL-09182	NC	19.280	0.69620190
OGLE-LMC-ECL-09183	NC	19.339	1.44711810
OGLE-LMC-ECL-09184	NC	18.546	2.10815390
OGLE-LMC-ECL-09185	NC	19.700	3.97119070
OGLE-LMC-ECL-09186	NC	15.746	3.77345230
OGLE-LMC-ECL-09187	NC	19.176	2.62508050
OGLE-LMC-ECL-09188	NC	19.243	6.83612310
OGLE-LMC-ECL-09189	NC	18.197	4.40377250
OGLE-LMC-ECL-09190	NC	16.788	1.46940460
OGLE-LMC-ECL-09191	NC	18.076	1.23309840
OGLE-LMC-ECL-09192	NC	14.401	7.27780050
OGLE-LMC-ECL-09193	NC	19.494	3.80287910
OGLE-LMC-ECL-09194	NC	18.941	16.36410040
OGLE-LMC-ECL-09195	NC	19.225	2.70821970
OGLE-LMC-ECL-09196	NC	16.670	110.01598640
OGLE-LMC-ECL-09197	NC	19.062	4.20026050
OGLE-LMC-ECL-09198	NC	18.525	2.44458810
OGLE-LMC-ECL-09199	NC	17.768	1.74517600
OGLE-LMC-ECL-09200	NC	19.491	3.02820090
OGLE-LMC-ECL-09201	NC	19.582	2.24346830
OGLE-LMC-ECL-09202	NC	19.796	3.49773220
OGLE-LMC-ECL-09203	NC	17.922	3.85527600
OGLE-LMC-ECL-09204	NC	19.590	3.89956000
OGLE-LMC-ECL-09205	NC	18.955	5.57941030
OGLE-LMC-ECL-09206	NC	18.599	1.01324340
OGLE-LMC-ECL-09207	NC	18.870	0.66843100
OGLE-LMC-ECL-09208	NC	19.069	3.62955050
OGLE-LMC-ECL-09209	NC	19.619	1.56069590
OGLE-LMC-ECL-09210	NC	19.615	2.23299010
OGLE-LMC-ECL-09211	NC	17.589	3.15977190
OGLE-LMC-ECL-09212	NC	17.723	5.06234050
OGLE-LMC-ECL-09213	NC	17.844	1.51107330
OGLE-LMC-ECL-09214	NC	17.698	2.51581210
OGLE-LMC-ECL-09215	NC	19.390	2.03135320
OGLE-LMC-ECL-09216	NC	17.419	7.22062430
OGLE-LMC-ECL-09217	NC	20.010	2.81371050
OGLE-LMC-ECL-09218	NC	15.534	2.13720720
OGLE-LMC-ECL-09219	NC	17.946	498.95732750
OGLE-LMC-ECL-09220	NC	17.237	46.72287030
OGLE-LMC-ECL-09221	NC	16.442	2.63161430
OGLE-LMC-ECL-09222	NC	16.827	13.08728040
OGLE-LMC-ECL-09223	NC	17.652	4.47613180
OGLE-LMC-ECL-09224	NC	19.614	3.61110030
OGLE-LMC-ECL-09225	NC	19.383	2.53519270
OGLE-LMC-ECL-09226	NC	16.135	1.64917090
OGLE-LMC-ECL-09227	NC	18.179	2.27813760
OGLE-LMC-ECL-09228	NC	18.958	29.05078070
OGLE-LMC-ECL-09229	NC	18.537	0.67921250
OGLE-LMC-ECL-09230	NC	18.710	2.16867500
OGLE-LMC-ECL-09231	NC	18.446	4.88355550
OGLE-LMC-ECL-09232	NC	18.297	18.94352020
OGLE-LMC-ECL-09233	NC	17.081	8.48458100
OGLE-LMC-ECL-09234	NC	16.483	13.59675090
OGLE-LMC-ECL-09235	NC	15.757	105.22312060
OGLE-LMC-ECL-09236	NC	17.408	13.07169070
OGLE-LMC-ECL-09237	C	17.666	0.53215290
OGLE-LMC-ECL-09238	NC	18.599	0.84568310
OGLE-LMC-ECL-09239	NC	19.309	2.75259140
OGLE-LMC-ECL-09240	NC	19.391	0.86567270
OGLE-LMC-ECL-09241	NC	18.016	1.97081870
OGLE-LMC-ECL-09242	NC	19.856	3.56314300
OGLE-LMC-ECL-09243	NC	18.678	4.59751530
OGLE-LMC-ECL-09244	NC	16.581	1.78541910
OGLE-LMC-ECL-09245	NC	17.939	0.92464770
OGLE-LMC-ECL-09246	NC	16.681	59.96614180
OGLE-LMC-ECL-09247	NC	19.587	4.54954070
OGLE-LMC-ECL-09248	NC	19.858	2.17907740
OGLE-LMC-ECL-09249	NC	16.724	60.24517070
OGLE-LMC-ECL-09250	NC	19.806	2.11042020
OGLE-LMC-ECL-09251	NC	17.212	4.40617030
OGLE-LMC-ECL-09252	NC	18.449	8.42870180
OGLE-LMC-ECL-09253	NC	16.876	110.28490040
OGLE-LMC-ECL-09254	NC	19.704	4.41406190
OGLE-LMC-ECL-09255	NC	19.471	3.08106140
OGLE-LMC-ECL-09256	NC	18.335	6.34005750
OGLE-LMC-ECL-09257	NC	15.848	0.93246330
OGLE-LMC-ECL-09258	NC	18.312	12.47412050
OGLE-LMC-ECL-09259	NC	19.016	2.55265190
OGLE-LMC-ECL-09260	NC	17.824	1.08027440
OGLE-LMC-ECL-09261	NC	16.622	3.93443950
OGLE-LMC-ECL-09262	NC	19.047	0.93922690
OGLE-LMC-ECL-09263	NC	17.710	7.34869430
OGLE-LMC-ECL-09264	NC	19.145	1.88211660
OGLE-LMC-ECL-09265	NC	18.645	38.12957190
OGLE-LMC-ECL-09266	NC	18.839	1.98978980
OGLE-LMC-ECL-09267	NC	19.128	1.31760490
OGLE-LMC-ECL-09268	NC	18.926	6.08519010
OGLE-LMC-ECL-09269	NC	17.330	2.16556050
OGLE-LMC-ECL-09270	NC	16.811	4.84356520
OGLE-LMC-ECL-09271	NC	19.095	0.83878390
OGLE-LMC-ECL-09272	NC	19.118	0.88979270
OGLE-LMC-ECL-09273	NC	17.200	2.90568070
OGLE-LMC-ECL-09274	NC	19.983	2.09975460
OGLE-LMC-ECL-09275	NC	16.556	150.03881520
OGLE-LMC-ECL-09276	NC	15.041	32.21256150
OGLE-LMC-ECL-09277	NC	19.104	1.28198460
OGLE-LMC-ECL-09278	NC	16.262	261.81632680
OGLE-LMC-ECL-09279	NC	17.380	14.88267010
OGLE-LMC-ECL-09280	NC	16.597	1.03592060
OGLE-LMC-ECL-09281	NC	18.345	2.32894280
OGLE-LMC-ECL-09282	NC	19.606	1.30680230
OGLE-LMC-ECL-09283	NC	16.069	0.94021250
OGLE-LMC-ECL-09284	NC	16.827	8.72635290
OGLE-LMC-ECL-09285	NC	19.904	0.83763140
OGLE-LMC-ECL-09286	NC	19.281	4.46787700
